age,income,credit_score,website_visits,email_opens,property_views,contact_attempts,time_on_site_minutes,inquiry_submitted,financing_pre_approved,budget_disclosed,location_preference_set,lead_score
36,229378,768,17,12,8,3,38,0,0,1,0,Medium
24,86697,340,7,6,4,2,22,1,0,1,1,Low
57,100382,755,14,10,14,8,38,0,0,1,1,Medium
25,308795,833,24,22,11,5,33,1,0,1,0,High
35,210116,670,15,11,11,6,35,0,1,1,1,Medium
62,44633,481,12,2,6,1,17,1,0,0,0,Low
62,109164,816,16,11,13,3,31,0,0,0,1,Medium
46,292713,530,26,7,9,4,39,0,1,0,1,Medium
31,483116,647,28,19,15,3,52,1,1,0,1,Medium
42,359653,778,26,12,12,2,60,0,0,0,1,Medium
57,153425,508,13,11,7,3,32,0,1,0,0,Low
33,393270,577,24,12,12,2,45,1,0,1,0,Medium
48,280220,352,12,7,3,0,33,1,0,0,1,Medium
61,419666,309,18,8,7,2,42,0,0,0,0,Low
23,325182,763,20,18,11,1,47,1,0,1,1,High
34,210160,457,17,12,5,3,27,0,0,0,0,Low
53,234249,318,15,11,8,2,23,1,1,1,1,High
52,235538,354,18,12,7,2,24,0,1,0,1,Medium
37,495432,320,29,16,11,4,52,0,0,0,0,Medium
53,227865,581,17,8,9,2,31,1,1,0,1,Medium
53,497002,839,27,13,15,5,59,1,0,0,0,Medium
55,330282,716,20,16,12,4,43,1,1,0,0,Medium
32,486526,584,27,11,13,9,47,0,0,0,1,Medium
31,451973,831,23,20,16,2,51,1,0,1,0,High
36,231466,831,30,16,13,4,31,1,1,1,0,High
38,217223,810,22,10,13,4,31,0,1,0,0,Medium
61,402884,695,22,18,18,2,47,0,0,1,0,Medium
39,141174,419,15,6,6,0,18,1,1,0,0,Medium
30,341416,396,19,9,12,2,29,0,1,0,1,Medium
46,167980,419,17,14,4,1,24,0,0,0,1,Low
61,434060,836,33,21,16,7,57,1,0,0,1,Medium
35,343599,452,21,12,9,4,45,1,1,0,0,Medium
46,98447,544,5,6,7,1,20,0,1,0,0,Low
43,235599,815,20,17,12,3,53,0,1,1,0,High
51,369252,692,16,16,14,1,49,0,0,0,1,Medium
41,466282,442,21,16,9,0,44,0,0,0,1,Low
42,256301,803,29,15,12,4,42,0,1,0,1,High
65,463220,519,31,11,10,3,55,0,0,0,0,Low
53,330477,459,12,4,8,8,29,0,0,0,0,Low
67,413363,375,23,11,10,4,35,1,0,0,1,Medium
42,375173,331,12,9,11,4,37,1,0,0,1,Medium
56,331841,633,30,15,15,2,44,1,0,1,1,Medium
53,309778,824,16,13,7,4,46,1,0,1,1,Medium
51,417664,739,30,14,10,7,48,0,0,1,1,Medium
60,316705,651,29,15,5,3,36,1,1,1,0,Medium
33,441249,638,15,15,17,2,56,0,0,1,1,Medium
62,496103,699,30,28,17,1,51,0,1,1,0,Medium
68,85063,695,15,14,5,2,27,0,1,1,1,Medium
39,318065,501,13,12,9,4,39,0,0,0,1,Low
42,49340,829,17,8,20,5,25,1,0,0,1,Medium
34,92781,392,11,9,3,2,16,0,1,0,1,Low
42,307045,657,21,13,9,3,41,0,0,0,1,Medium
29,40638,695,17,11,4,2,24,0,1,0,1,Low
67,461812,359,24,15,22,5,27,0,0,1,1,Medium
61,247986,776,17,12,13,2,39,1,1,0,1,High
67,336468,300,16,12,8,2,38,1,0,0,1,Medium
28,380500,610,29,15,10,4,40,0,0,0,0,Low
44,251668,467,13,14,4,5,25,1,1,0,0,Medium
65,324786,491,25,15,9,3,40,0,0,0,1,Medium
53,55378,333,10,7,4,3,24,1,0,1,1,Low
32,343011,333,13,15,7,3,27,1,0,0,1,Medium
43,365830,716,20,20,8,2,52,1,0,1,0,Medium
43,335019,457,14,12,12,6,31,0,0,0,0,Low
64,148171,799,20,13,8,3,41,0,0,0,0,Medium
46,392205,665,23,10,10,3,48,1,0,1,0,Medium
43,244801,639,19,11,11,4,39,0,1,1,0,Medium
49,94377,634,16,14,9,5,29,1,0,0,0,Low
50,290339,626,24,13,11,4,39,0,1,0,0,Medium
34,84691,413,8,8,3,3,18,1,1,1,0,Low
39,487519,717,33,15,12,7,63,0,1,0,1,Medium
23,484055,767,30,19,14,5,68,0,0,1,1,Medium
50,341207,442,20,10,6,2,35,0,1,1,1,Medium
42,121782,608,16,11,3,0,23,0,1,0,1,Medium
36,289896,700,25,9,10,4,46,1,1,1,0,Medium
48,108343,619,13,4,9,3,28,0,0,0,1,Low
52,375215,511,20,22,7,4,49,1,0,1,1,Medium
36,428708,616,24,18,11,6,46,1,0,0,1,Medium
44,151399,484,15,6,4,0,31,1,0,0,0,Low
45,61357,504,13,3,6,1,23,1,0,0,0,Low
65,495054,663,28,15,12,8,56,0,0,1,1,Medium
34,324458,515,20,20,7,3,35,0,0,0,0,Low
43,471913,545,26,17,9,8,49,0,0,0,0,Low
64,100283,538,9,7,4,2,20,1,1,1,0,Medium
58,89567,690,14,10,7,6,27,1,1,1,0,Medium
54,339150,819,30,11,19,6,53,1,1,1,1,High
24,483227,576,16,17,13,4,44,0,1,1,0,Medium
40,267778,501,12,11,12,1,31,0,1,1,0,Medium
44,171758,513,15,7,8,1,33,0,0,1,0,Low
50,460665,777,39,21,14,8,50,0,0,1,1,Medium
51,91606,807,18,14,5,2,39,0,1,0,0,Medium
60,311035,374,14,14,4,3,20,0,0,0,0,Low
65,475331,441,25,11,11,2,51,0,0,1,0,Medium
68,131732,621,13,6,9,2,32,0,0,1,1,Low
46,221791,760,15,17,8,0,48,1,1,0,1,High
58,496246,445,14,16,11,2,44,0,0,0,0,Low
68,459939,353,31,15,13,4,40,1,1,1,1,Medium
29,322021,655,16,14,7,3,51,0,0,0,0,Medium
63,279465,576,23,7,9,3,46,1,0,0,0,Medium
37,254589,699,17,9,11,6,41,1,0,1,1,Medium
29,44026,815,14,11,12,2,35,0,1,1,0,Medium
22,312566,798,26,16,8,3,46,1,1,0,0,Medium
65,432460,610,26,15,12,2,51,0,1,0,1,Medium
26,325625,570,17,7,12,2,37,0,1,0,0,Medium
24,381324,748,23,18,13,9,64,0,0,1,0,Medium
22,139384,411,18,2,9,3,14,0,1,0,1,Low
25,282771,538,12,9,10,3,25,1,1,1,1,Medium
61,88031,443,8,10,5,0,14,0,0,0,0,Low
56,431737,673,18,19,13,3,58,1,0,1,0,Medium
53,424962,319,25,13,7,5,36,0,1,0,0,Medium
63,375271,588,20,11,9,4,39,0,0,1,1,Medium
55,384398,496,27,16,7,4,37,1,1,0,0,Medium
64,98232,681,10,6,9,5,32,0,0,1,0,Low
46,173084,791,18,8,13,6,38,0,1,0,1,Medium
31,372368,463,18,13,5,4,45,1,0,0,0,Medium
42,446673,548,17,17,8,7,46,1,1,0,1,Medium
67,493788,367,20,15,7,2,34,0,0,1,0,Low
60,266503,320,13,14,12,1,24,0,0,1,1,Medium
48,322104,811,29,17,8,5,54,0,0,0,1,Medium
48,117695,689,19,13,12,5,33,1,0,0,0,Medium
23,160066,835,16,11,6,5,35,1,1,0,0,High
62,168982,410,16,13,5,0,22,1,1,1,0,Medium
69,294837,759,16,12,11,6,38,1,1,0,0,Medium
34,145313,377,10,7,13,1,21,0,1,0,0,Low
30,439074,733,33,14,10,3,44,0,0,0,1,Medium
57,58810,679,23,13,11,1,26,0,0,0,0,Low
43,50092,739,19,8,7,1,27,0,1,0,0,Low
63,471916,638,20,18,13,3,57,0,0,0,1,Medium
47,88105,723,12,4,9,4,34,1,1,0,1,Medium
33,191577,468,15,6,6,0,21,0,0,0,1,Low
38,234300,561,20,11,7,4,38,1,0,0,1,Medium
35,320699,528,11,17,9,6,32,0,0,0,1,Low
35,101934,460,9,12,3,3,19,0,1,0,0,Low
55,102788,726,12,9,6,2,34,0,1,1,1,Medium
41,369401,421,30,6,13,1,60,0,0,1,1,Medium
32,310083,448,18,9,9,2,39,0,0,1,0,Medium
37,435041,410,15,7,12,4,52,0,1,0,0,Low
52,185223,520,14,14,11,1,32,0,1,0,1,Low
27,158068,363,16,6,2,4,27,0,1,1,0,Low
40,30036,653,12,7,10,2,21,0,1,1,0,Low
58,386092,773,29,20,9,1,39,1,0,0,1,Medium
25,375851,784,18,16,9,5,51,1,1,1,1,High
68,69051,312,4,3,1,1,17,0,0,0,1,Low
25,110738,452,12,4,5,2,23,1,1,0,1,Medium
41,365740,538,15,16,11,3,39,0,1,1,1,Medium
31,90071,489,13,11,9,3,30,0,0,0,0,Low
45,160613,385,10,8,7,0,25,0,0,0,1,Low
56,103601,320,6,6,5,1,15,0,1,1,0,Low
47,59873,618,11,8,4,3,24,0,1,0,0,Low
58,197720,457,16,12,9,2,29,0,1,1,0,Medium
59,101468,780,12,9,7,1,29,1,1,1,0,Medium
42,318614,375,16,15,4,1,28,0,0,0,1,Medium
61,226201,628,20,12,2,3,45,0,0,0,1,Low
60,38328,715,14,9,2,1,25,0,1,0,1,Low
42,167405,502,16,11,5,0,35,0,1,1,1,Medium
31,281519,528,20,17,10,4,27,1,1,1,1,Medium
59,151173,451,12,12,3,2,31,1,1,0,0,Low
67,76638,371,11,7,9,0,16,0,1,1,1,Low
25,303412,524,20,8,14,3,23,0,0,0,1,Low
66,231675,772,24,12,11,3,43,1,0,0,1,Medium
41,143920,659,20,11,11,2,35,1,1,0,1,Medium
38,402523,839,38,11,14,7,47,1,0,0,1,High
28,440261,345,17,16,11,3,45,0,1,1,1,Medium
25,201813,300,10,13,6,1,15,0,1,0,1,Medium
50,465986,544,34,12,9,5,63,0,1,1,1,Medium
35,37887,518,11,9,4,0,11,1,1,0,1,Medium
24,258978,590,13,8,7,4,32,0,0,1,1,Medium
45,54918,757,13,12,7,2,31,0,1,0,0,Low
58,327641,503,20,15,5,6,37,0,0,0,1,Low
37,385706,501,23,12,8,3,41,0,1,0,0,Medium
25,222081,781,15,8,10,0,52,0,0,1,1,Medium
45,304073,810,22,10,8,2,48,0,1,1,1,High
55,132201,577,16,9,5,3,30,1,1,0,1,Medium
51,484978,315,11,10,17,5,44,1,1,0,0,Medium
39,240171,824,23,13,14,2,36,1,1,0,1,High
40,408710,655,20,22,11,4,45,1,1,0,1,High
52,320690,655,19,14,13,5,46,0,0,1,1,Medium
40,239496,377,7,3,6,2,34,0,1,0,0,Low
67,198410,366,13,10,8,2,17,1,0,0,1,Low
40,457499,513,25,14,9,9,57,1,1,1,1,Medium
43,112494,748,14,13,12,5,25,0,0,0,1,Low
45,245859,732,20,19,7,1,36,0,0,0,1,Medium
66,338710,844,24,21,12,9,63,0,0,1,1,High
33,377608,414,22,11,14,5,39,0,0,1,1,Medium
51,263853,719,18,11,7,1,45,1,0,0,0,Medium
59,158279,798,19,13,11,2,31,0,1,1,1,High
52,111991,679,17,13,5,3,30,1,1,0,0,Medium
57,384824,442,13,17,17,6,36,0,1,0,1,Medium
40,320157,323,12,15,7,3,31,1,1,0,1,Medium
69,82132,838,15,9,9,2,32,0,1,0,0,Medium
66,285069,374,18,6,8,3,25,1,0,1,0,Medium
57,189156,834,12,12,7,5,42,0,1,0,1,Medium
51,399999,340,12,12,10,4,38,1,1,1,1,Medium
54,182215,712,10,8,13,3,28,0,0,1,0,Low
39,121627,714,18,9,11,2,38,1,1,0,1,Medium
49,152772,748,17,19,7,2,23,1,1,0,1,Medium
68,437395,735,26,15,10,7,63,1,1,0,0,High
32,259415,538,23,15,2,5,26,1,0,0,0,Medium
66,481942,341,21,15,13,4,42,0,1,0,1,Medium
54,171294,309,17,9,5,0,19,0,0,0,1,Low
38,483181,564,19,15,16,8,49,1,1,0,0,Medium
27,289013,744,15,17,11,5,37,1,0,0,1,Medium
25,356212,438,18,11,13,3,35,1,0,1,1,Medium
41,447165,495,19,17,7,2,42,0,1,1,1,Medium
69,46116,373,7,3,4,0,19,1,0,0,1,Low
68,212124,524,15,10,8,0,39,1,1,0,0,Medium
48,81369,401,15,9,3,1,24,0,0,0,1,Low
36,209889,563,21,7,15,1,36,0,0,0,0,Low
27,395244,460,23,16,8,2,45,0,0,1,1,Medium
68,263982,532,15,8,10,3,38,0,1,0,0,Medium
35,244275,790,20,13,9,4,46,0,1,0,1,Medium
32,235383,610,26,11,9,3,52,1,0,0,1,Medium
60,321799,526,20,16,18,3,41,0,0,1,1,Medium
30,218874,572,15,12,6,1,27,0,1,0,1,Medium
47,77632,616,16,6,5,5,28,1,1,0,1,Medium
37,437409,385,20,10,6,2,39,1,1,1,0,Medium
26,241284,590,9,14,7,1,31,1,1,0,0,Medium
31,191848,768,15,17,10,3,44,0,0,0,1,Medium
24,466441,703,25,19,10,4,66,1,0,0,1,Medium
34,221082,726,14,11,8,2,49,0,0,0,0,Medium
64,243807,674,16,15,7,3,33,1,1,1,1,High
51,226523,551,13,11,8,2,31,0,0,0,0,Low
66,209884,832,19,14,16,2,34,1,1,1,1,High
27,311039,606,17,18,10,2,58,0,0,1,1,Medium
38,488998,729,28,20,5,2,70,0,0,0,1,Medium
66,444425,563,19,12,12,4,46,0,0,1,1,Low
40,265892,367,10,15,7,0,29,0,0,0,1,Low
63,243408,406,10,13,15,4,21,0,0,1,0,Medium
56,272718,699,20,16,10,2,37,0,0,1,0,Medium
67,222879,498,19,15,4,2,38,1,1,1,1,Medium
47,53086,491,10,11,3,1,23,0,0,1,0,Low
26,115637,813,16,9,10,2,31,1,1,0,1,High
50,188279,741,18,12,10,0,41,0,0,1,1,Medium
58,399478,300,20,7,7,2,27,0,1,1,0,Medium
41,181969,657,21,15,6,1,37,0,1,1,0,Medium
42,93083,414,14,4,10,3,25,0,1,0,0,Low
31,125028,496,12,7,11,2,25,1,1,0,1,Medium
26,359101,573,21,14,16,4,48,0,1,0,1,Medium
57,127551,459,13,6,1,2,31,0,0,0,0,Low
27,370650,472,14,8,6,2,37,1,0,0,1,Medium
47,168355,844,16,20,12,3,41,0,1,0,0,Medium
25,124024,757,14,6,9,5,39,0,1,1,1,Medium
60,373625,732,26,15,9,4,50,1,0,0,1,Medium
60,292399,780,18,7,10,2,47,0,1,1,1,High
56,237627,754,22,14,21,2,31,1,0,0,1,Medium
22,45487,495,15,7,3,2,19,0,0,1,1,Low
45,49346,608,7,6,5,2,18,1,1,0,0,Low
57,327194,793,20,9,12,5,52,0,1,0,0,Medium
27,300888,738,18,15,10,3,35,1,0,1,0,Medium
62,447972,658,25,15,15,5,53,1,1,0,1,High
67,91596,335,8,7,0,2,19,1,0,0,0,Low
65,244469,333,13,16,9,1,19,0,0,0,0,Low
52,448362,387,21,11,11,1,33,1,1,1,0,Medium
41,411784,315,10,10,9,6,43,0,0,0,0,Low
45,347176,720,28,10,9,7,36,0,1,1,1,Medium
46,334831,425,15,16,9,1,37,0,1,0,0,Medium
57,207175,307,13,8,7,1,24,0,0,0,0,Low
42,183048,771,27,10,13,3,34,0,0,1,1,Medium
51,355007,767,20,12,11,1,58,0,0,1,0,Medium
45,423807,809,26,17,18,3,52,1,1,1,1,High
65,36277,701,14,14,5,0,27,0,0,1,1,Low
63,354004,475,19,18,10,5,44,1,1,0,1,Medium
51,163332,666,13,10,8,5,35,1,0,0,1,Medium
43,270515,787,25,16,10,6,48,0,1,1,1,High
49,290577,317,12,8,6,1,22,0,1,0,1,Medium
28,226955,355,9,9,3,1,19,1,0,0,0,Low
56,316885,334,11,8,2,2,26,0,0,0,1,Low
49,411864,646,28,8,5,2,43,0,1,1,1,Medium
35,329355,331,14,8,1,1,37,1,0,1,1,Medium
31,270464,432,11,7,13,1,30,0,0,1,1,Low
37,288445,498,24,7,6,4,32,0,0,0,0,Low
37,464758,555,13,19,12,7,48,0,1,0,0,Medium
52,299013,641,13,15,6,7,39,0,0,1,1,Medium
63,379760,530,26,13,15,2,47,0,0,1,0,Medium
46,487948,600,16,17,5,6,46,0,0,0,1,Medium
34,124515,846,14,8,11,4,31,0,1,0,1,Medium
27,180494,325,11,5,4,1,21,0,0,1,1,Low
65,196685,834,30,12,10,3,47,1,1,1,1,High
30,218088,773,17,11,14,4,42,0,1,0,0,Medium
66,90110,686,17,5,11,2,30,0,0,0,1,Low
57,249601,584,14,6,8,4,27,1,0,0,1,Medium
64,238994,749,24,15,17,3,47,1,0,0,1,Medium
41,326177,619,25,13,10,4,34,0,1,0,0,Low
39,337357,455,25,11,9,1,24,1,0,0,1,Medium
64,290705,770,34,12,12,5,40,0,0,1,1,Medium
42,485209,719,30,18,15,2,57,1,1,1,1,High
25,42938,412,7,7,4,1,18,1,1,1,0,Medium
54,160842,721,15,8,7,4,34,0,0,0,0,Low
48,499911,584,25,21,7,2,46,0,1,1,1,Medium
28,294418,353,11,14,10,1,34,1,1,1,1,Medium
27,376534,624,25,11,7,6,37,0,1,0,0,Medium
36,455031,757,27,17,14,2,46,1,1,0,0,High
39,499234,564,20,18,18,3,47,1,1,0,1,Medium
53,180033,681,17,11,9,6,34,0,0,0,0,Low
32,50044,512,9,8,6,1,25,1,1,1,0,Low
41,129372,632,7,13,3,2,25,0,0,1,0,Low
45,445191,309,17,11,7,6,35,0,0,0,0,Low
36,306850,657,22,14,13,5,43,0,1,0,0,Medium
69,167046,502,16,10,10,1,27,0,1,0,0,Low
28,368608,357,21,11,10,3,34,0,1,0,0,Low
42,51213,793,14,10,11,1,27,1,1,0,0,Medium
63,31950,809,20,15,6,2,31,1,1,1,1,Medium
47,284043,522,16,14,4,4,30,0,1,0,0,Medium
65,246085,668,19,11,8,6,41,0,0,0,0,Low
35,302555,717,33,16,12,2,43,0,1,1,0,Medium
58,420747,846,24,22,18,4,43,0,1,0,1,High
42,469372,402,27,11,19,3,45,0,0,1,1,Medium
39,354888,460,20,21,14,2,47,0,1,1,1,Medium
26,178843,499,15,7,7,3,23,0,1,0,0,Low
24,493026,459,21,18,18,5,41,1,0,0,0,Medium
44,327197,435,15,16,9,1,34,0,1,1,0,Medium
47,278966,697,12,14,12,5,40,1,1,0,0,Medium
58,475292,691,25,21,13,4,60,0,0,0,1,Medium
45,168117,405,11,9,8,3,27,0,0,1,0,Low
40,349767,353,17,6,8,1,36,1,0,0,1,Medium
46,59714,576,6,10,6,3,24,1,0,0,1,Low
42,195458,410,21,8,13,0,32,0,0,0,1,Low
33,401427,523,26,11,12,6,57,0,0,0,0,Low
62,300706,374,13,7,8,5,34,1,0,0,0,Low
54,347192,805,24,21,14,2,47,0,0,1,1,High
25,385439,313,23,13,11,2,35,0,1,1,1,Medium
63,42026,781,10,7,6,1,40,1,1,0,1,Medium
28,136147,488,12,4,5,5,21,1,0,0,0,Low
43,61589,663,13,11,9,0,29,1,1,1,0,Medium
54,138199,538,12,9,3,2,25,1,0,0,1,Low
38,389418,700,24,16,12,4,46,0,0,0,1,Medium
45,318988,603,21,13,12,1,34,1,1,0,1,Medium
55,446663,390,12,17,11,3,47,1,1,1,1,High
49,382559,691,33,10,13,1,42,0,1,0,1,Medium
64,238574,483,20,11,8,3,36,1,1,0,0,Medium
62,244340,316,22,9,7,2,28,0,0,0,1,Low
60,84708,311,8,6,4,2,12,0,1,1,0,Low
43,487141,465,22,12,12,5,52,1,0,1,1,Medium
38,100825,445,6,13,3,0,15,0,0,0,1,Low
55,81574,581,15,10,7,2,23,1,0,0,1,Low
27,377692,848,23,18,14,8,52,0,1,0,1,High
67,442028,468,21,16,9,3,39,0,1,1,0,Medium
27,262409,469,12,15,9,1,32,1,1,0,0,Medium
55,216381,645,22,11,14,3,42,1,0,0,0,Medium
22,94230,798,11,11,10,2,34,0,0,1,1,Medium
31,464844,759,26,18,17,3,54,1,1,0,0,High
42,284451,596,16,15,10,1,29,0,1,0,0,Medium
26,332725,441,16,9,10,0,26,1,0,0,0,Low
23,277174,352,11,15,10,4,22,0,1,1,0,Medium
43,469844,417,26,23,12,3,48,0,0,0,0,Medium
69,249700,664,10,16,8,4,43,0,0,0,1,Low
23,317249,435,13,11,16,0,41,1,0,0,1,Medium
31,371974,713,26,20,14,2,45,0,1,1,1,High
55,361301,376,16,12,12,3,31,0,0,0,1,Low
37,455658,317,21,29,8,4,46,0,0,0,0,Low
69,379379,702,21,16,17,2,33,1,0,0,0,Medium
60,276514,504,14,11,9,7,34,0,1,0,0,Medium
43,294491,798,23,10,10,2,48,0,0,0,0,Medium
33,256094,623,23,8,12,3,27,1,1,0,1,Medium
45,339794,580,28,16,9,2,50,1,0,1,0,Medium
68,178182,465,5,3,11,4,17,0,0,1,1,Low
61,223242,542,16,12,3,0,27,1,1,0,0,Medium
59,428139,778,18,16,12,6,67,0,1,0,0,Medium
31,212873,463,17,11,4,5,31,0,0,0,1,Low
56,485987,623,27,11,19,4,62,1,0,0,1,Medium
53,154926,507,12,6,10,4,23,0,0,1,0,Low
28,111147,614,12,6,6,3,37,0,1,0,0,Low
42,340279,603,33,15,7,3,39,0,1,0,1,Medium
41,49199,538,14,6,5,1,19,0,0,0,1,Low
47,432282,523,21,18,11,4,51,0,1,0,1,Medium
25,393727,387,13,14,11,0,45,1,1,1,0,Medium
67,213208,836,12,16,10,3,33,1,1,0,1,High
43,384434,728,30,15,9,8,38,1,1,0,0,High
36,459791,519,18,13,11,5,47,1,1,1,1,Medium
61,250868,574,18,15,12,2,46,0,1,0,1,Medium
42,150787,365,16,6,13,1,19,0,1,1,0,Medium
36,469949,722,21,20,18,10,52,1,1,0,1,High
43,144427,554,8,14,7,0,31,1,1,0,1,Medium
49,178063,424,19,7,5,5,31,0,0,1,0,Low
35,183625,445,19,12,14,1,28,1,0,0,1,Low
48,250782,684,15,13,14,1,36,0,0,1,0,Medium
62,117493,746,15,12,6,4,26,1,0,1,1,Medium
61,423850,686,26,19,10,2,50,0,1,0,0,Medium
49,304915,682,23,10,14,3,49,0,0,0,0,Medium
47,155607,576,20,11,9,2,25,0,1,0,0,Low
23,276834,681,25,14,8,2,31,1,0,0,1,Medium
46,441514,423,27,22,15,6,49,1,0,0,0,Medium
24,109876,566,14,13,6,1,18,1,1,1,1,Medium
29,197071,410,12,9,2,3,26,1,0,0,0,Low
65,232959,680,11,14,3,4,37,0,0,0,0,Low
54,351792,457,18,11,8,6,38,0,1,1,1,Medium
63,485884,847,40,19,14,3,62,0,0,0,1,Medium
56,492590,417,27,17,11,2,51,1,0,1,1,Medium
27,490725,627,29,20,17,5,45,1,1,0,1,Medium
60,273722,367,15,7,4,1,22,1,0,1,1,Medium
44,367927,733,12,16,9,6,53,0,0,1,0,Low
46,74440,658,17,11,9,0,27,1,1,0,1,Medium
64,61655,742,15,14,5,1,38,0,1,0,1,Low
40,73039,463,11,6,10,1,12,1,1,0,1,Medium
26,347399,660,29,19,8,1,38,0,0,1,1,Medium
32,102219,418,12,5,3,2,17,1,0,0,1,Low
33,216061,494,27,14,1,0,25,0,1,1,1,Medium
31,303388,540,16,14,6,1,41,1,0,0,1,Medium
29,124594,808,21,5,14,6,42,0,0,1,1,Medium
45,350739,441,19,12,13,4,32,0,0,1,1,Medium
49,200623,330,10,6,7,3,29,1,0,0,1,Medium
62,224302,522,13,15,9,2,35,0,0,1,1,Medium
57,396042,565,17,12,7,0,52,0,1,0,0,Low
58,320515,581,25,6,13,3,40,1,0,0,1,Medium
42,492574,680,25,18,12,3,52,0,1,0,0,Medium
29,189950,361,13,12,4,2,23,0,1,1,1,Medium
30,197229,820,16,16,7,6,31,0,0,0,1,Medium
68,35914,370,6,9,3,3,19,0,1,0,1,Low
36,244772,835,22,8,11,2,41,0,0,1,1,Medium
69,319324,439,14,9,12,5,40,1,1,1,1,High
67,426904,615,18,21,15,6,34,1,1,1,0,Medium
61,372363,639,25,16,5,3,48,0,0,1,1,Low
39,370760,827,33,17,12,4,57,1,1,1,1,High
63,257561,840,20,15,10,3,53,1,1,0,1,High
41,433132,715,30,6,18,4,61,0,0,0,0,Medium
27,217435,766,25,10,10,1,42,1,1,1,1,High
33,125213,674,18,8,2,5,23,1,0,1,0,Low
23,450576,590,27,16,12,1,41,0,0,1,1,Medium
28,67805,342,12,8,2,1,16,0,1,1,0,Low
37,436669,352,25,10,13,3,41,0,1,1,0,Medium
24,156599,531,21,8,5,2,26,1,0,1,1,Medium
66,183775,511,12,8,2,4,33,0,0,0,1,Low
24,220093,307,12,9,7,1,27,0,0,0,0,Low
48,104176,782,13,14,8,4,28,1,1,0,1,Medium
64,124799,341,11,6,8,3,23,0,0,1,1,Low
61,128385,632,11,9,8,1,24,1,0,1,1,Low
59,265654,532,21,9,6,2,36,1,1,0,0,Medium
54,118919,369,9,6,6,2,20,0,1,0,0,Low
49,430626,315,24,12,10,3,41,1,1,0,0,Medium
22,111462,368,7,6,6,1,21,1,1,0,1,Medium
29,209340,352,9,7,3,5,21,0,1,1,0,Low
58,195320,678,15,9,3,1,30,0,0,0,1,Low
53,61159,762,14,16,10,2,38,1,1,0,1,Medium
69,72039,826,10,6,12,4,42,0,1,0,1,Medium
64,262974,362,14,11,3,0,31,0,0,0,1,Medium
58,77800,560,9,9,3,2,19,0,1,0,1,Low
25,332905,799,21,15,20,3,40,0,1,1,0,High
51,124626,420,8,6,3,0,18,1,0,1,0,Low
27,148368,539,8,8,4,2,39,0,0,1,1,Low
67,204735,764,20,8,7,5,32,1,1,0,1,Medium
40,110903,406,14,11,3,2,24,0,0,0,0,Low
53,463628,479,35,12,16,3,38,0,1,1,0,Medium
30,148998,315,13,11,3,3,17,0,1,0,1,Low
33,271324,654,22,9,5,2,48,1,1,1,0,Medium
32,458583,608,17,17,9,4,42,0,0,0,1,Medium
67,429029,480,28,17,13,2,41,0,1,0,1,Medium
37,352038,473,17,11,9,3,44,1,1,0,1,Medium
22,263229,653,29,11,7,2,45,1,0,0,1,Medium
66,343588,653,20,15,6,2,48,0,1,0,0,Medium
42,457485,518,17,13,15,1,56,1,0,0,1,Medium
51,91748,614,13,3,2,1,21,1,1,0,1,Medium
34,71190,733,15,6,7,0,20,1,1,0,1,Medium
55,70318,581,11,6,7,1,28,1,1,0,0,Low
25,198090,558,11,8,6,1,36,0,0,0,1,Low
49,154078,304,12,9,5,3,25,0,0,0,1,Low
59,69759,693,10,8,9,3,19,0,1,0,1,Medium
52,308642,635,22,17,6,4,37,0,0,0,0,Low
48,55989,362,7,6,5,1,9,0,0,1,0,Low
26,186640,343,14,14,4,5,29,0,0,0,0,Low
46,409179,452,25,14,8,2,39,1,1,0,0,Medium
24,358721,455,14,17,9,0,31,1,0,1,0,Medium
54,397375,777,22,20,16,1,47,1,1,0,1,High
25,191171,574,11,5,4,3,31,0,1,0,0,Low
46,382044,657,22,14,12,3,48,0,1,1,0,Medium
41,463855,725,31,16,11,6,54,1,0,1,1,Medium
55,396823,831,28,17,13,5,57,1,1,1,1,High
47,315626,782,32,17,13,4,54,0,0,0,1,Medium
26,361356,513,22,14,13,12,37,1,0,0,1,Medium
56,478477,378,20,14,14,5,50,0,1,1,0,Medium
49,322192,438,14,18,7,2,35,1,1,0,1,Medium
50,426281,397,22,16,7,4,35,0,0,0,0,Low
30,425252,497,10,9,12,5,44,0,0,1,0,Low
59,65814,455,8,7,7,2,18,1,1,1,1,Medium
27,220766,349,7,11,4,1,29,0,1,0,0,Low
40,440140,778,30,16,14,7,52,0,1,1,1,High
65,421637,527,22,13,15,5,50,1,0,0,0,Medium
32,90204,756,19,8,10,2,34,0,1,0,1,Medium
23,62844,821,14,8,11,1,30,1,1,0,1,Medium
68,278827,448,13,8,8,4,24,1,0,0,0,Low
65,275256,357,13,14,8,4,22,0,0,1,0,Medium
65,374087,461,21,8,11,4,45,1,0,1,0,Medium
30,51518,776,20,10,12,3,25,0,1,0,1,Medium
42,440275,406,16,14,7,4,36,1,1,0,0,Medium
45,53052,726,17,11,7,1,37,1,1,1,0,Medium
55,286346,694,14,12,10,6,37,0,0,0,1,Medium
43,99803,485,10,10,3,2,21,1,1,1,1,Medium
24,101524,745,15,9,14,0,31,0,1,0,0,Medium
33,254582,747,25,12,16,3,36,1,0,1,0,Medium
49,381716,386,17,11,10,6,39,1,0,1,1,Medium
